class,E_file,CreationYear,SizeOfInitializedData,DllCharacteristics,MajorImageVersion,CheckSum
1,7.671121439,2012,397312,0,0,0
1,5.965605196,2011,4608,32768,0,52960
0,4.787583664,2012,9216,32832,6,74678
0,6.485317283,2004,171008,0,5,955361
1,6.339102891,2011,78336,33792,0,97947
0,5.410173237,2012,67584,33088,6,119961
0,6.238612303,2012,10752,33088,6,78683
0,6.893671819,2012,243200,33088,6,196240
0,6.442021648,2009,45056,0,0,169666
1,6.216100492,2004,32768,0,0,145578
0,6.503414122,2009,386560,0,9,1528048
1,7.883519937,2010,0,32768,0,0
1,7.64049617,2010,84992,1088,0,159682
0,6.046105725,2011,53248,0,0,140985
0,6.810440502,2012,68096,34112,0,655544
1,4.671774791,2011,105984,33792,0,139542
0,6.575321835,2011,23552,320,0,157903
0,3.407431876,2009,36864,1344,6,49552
0,4.928776812,2006,22528,1088,0,76320
1,6.23210424,2009,36864,0,0,0
0,5.715947151,2012,9728,1024,0,27561
0,6.326474702,2006,40960,64,0,585395
0,6.418868054,2010,138752,33088,0,389739
0,5.606798638,2012,8704,1024,0,58025
0,4.347981139,2009,3072,320,6,69247
0,4.345710322,2012,53248,1344,6,80730
1,7.564406934,2012,4096,0,0,0
1,7.695214288,2012,320378,0,0,412730
1,7.630064095,2010,84992,64,0,157309
0,6.842183672,2012,672256,33088,6,1135036
0,5.6372105,2012,9216,33088,6,69511
0,6.198185829,2011,2560,34240,6,23732
1,7.581781783,2005,99840,0,0,0
0,7.967841198,2005,12288,0,0,0
0,6.052605649,2005,61440,0,0,0
1,6.86956364,2012,40960,0,1,98429
0,3.439916177,2011,20480,0,5,0
0,4.779856643,2009,8192,34112,0,79595
0,6.375564043,2012,194048,33088,0,226407
0,5.979290557,1999,37376,0,0,135986
0,6.041387059,2012,149504,256,0,330020
0,6.076304186,2012,17920,33088,6,93623
1,6.443506289,2012,97280,0,0,0
1,4.774735943,2011,26112,32768,0,91190
0,6.226546783,2012,11776,33088,6,103015
1,5.531738445,2011,16384,0,1,236820
1,4.538292987,2000,4096,0,1,112047
0,4.691854738,2006,12288,64,0,110788
1,7.767651872,2011,348160,0,0,419499
0,6.32089257,2012,31232,320,0,156653
0,6.658553843,2011,184320,0,0,466453
0,6.126964148,2012,14848,33088,6,87700
1,7.403716532,2007,65536,0,0,0
0,6.161673274,2012,13312,33088,6,92734
0,6.355132868,2012,16384,33216,6,69079
0,3.542517872,2011,7168,1344,6,43328
0,5.854144115,2004,897536,0,1,0
1,7.46385634,2011,30208,0,0,60640
0,5.522497078,2009,8192,1344,0,152037
0,5.680090939,2010,13824,1024,0,49194
1,5.830310121,2013,15872,0,0,44092
0,6.741631802,2012,243200,320,0,742089
1,7.781878284,1992,12288,0,0,0
0,6.660127984,2012,2560,32768,8,32925
1,7.029165081,2010,65536,33792,0,94283
1,6.344937414,2011,78336,33792,0,94843
0,7.990950639,2005,6144,33792,5,1169404
0,6.60283438,2012,6656,64,0,74088
0,6.118524265,2010,5632,1024,0,15861
0,6.236389186,2011,94208,0,0,260752
0,4.679361435,2005,154624,1024,8,190716
0,5.73410763,2011,2195456,0,0,0
1,7.816938387,2011,9216,32768,0,64048
1,7.730597903,2012,368640,0,20,0
1,6.902501716,2005,15360,0,0,0
0,7.995057791,2005,6144,33792,5,1822025
1,7.836984213,2011,4096,0,6,0
0,6.463005035,2007,11776,33088,9,57761
1,7.832057076,2011,48640,0,0,183251
1,6.158908839,2009,61440,0,1,110391
0,6.53878887,2012,176640,0,0,564469
0,6.568697628,2010,40448,320,6,285210
1,7.047231682,2011,56832,0,0,158403
1,7.627663998,2010,88576,1088,0,105070
0,5.777096152,2012,32768,33088,6,126499
0,7.986165009,2005,4096,33792,5,959086
0,6.092070261,2006,4608,1024,8,43476
1,5.559385557,2011,17408,32768,0,84420
0,6.465224988,2012,44544,33088,6,123838
0,6.745621002,2006,143360,64,0,466687
0,5.524735427,2012,11264,33088,6,57344
0,7.993143712,2009,164864,32768,6,0
1,7.65305526,2010,84992,1088,0,136577
1,6.194241468,2011,40960,0,1,123671
1,7.340704033,2010,2609152,0,0,0
1,7.319176927,2011,303104,0,0,375237
0,6.20179823,2009,19968,320,0,120564
1,7.8226105,2007,1765888,32768,0,367403
0,6.068039634,2009,61440,0,0,207516
0,6.309536624,2010,18944,320,0,107643
0,5.485200796,2012,7168,33088,6,48773
1,7.421617326,2010,50176,0,8,72971
1,7.792883496,2008,4096,0,8,0
0,6.423764273,2012,2560,34112,0,75073
1,5.934433869,2012,3072,0,0,0
0,7.999997117,2007,122368,0,0,109024732
0,6.09671885,2012,10752,1024,0,78660
1,6.695704871,2002,528384,0,0,629752
1,4.544339808,2011,30208,32768,0,93144
0,7.956208687,2000,24222208,32768,5,24305242
1,6.385404757,2005,67584,0,1,0
1,7.829280904,2011,4096,32768,4,15
1,5.768884335,2009,102400,0,0,0
1,6.597125479,2012,337408,0,0,379758
0,6.381895274,2004,94208,0,0,0
0,3.751773022,2010,3231744,33088,0,4041475
1,6.400019823,2010,57344,0,2,207159
0,6.147394645,2008,36864,0,0,139715
0,5.713314675,2012,10240,1024,0,29408
1,4.448504956,2011,35840,32768,0,75068
0,5.184084518,2006,11264,1024,8,37396
0,6.471271973,2012,157696,32832,6,165682
0,6.411989317,2012,17408,320,6,97560
1,7.925426033,2011,23040,0,0,368148
0,4.850999221,2005,372224,1024,8,400862
0,6.124894248,2008,4096,1344,0,28697
0,6.425046508,2012,1028096,0,0,565829
0,6.209711862,2012,24576,64,0,144367
1,5.517791996,2010,5632,1024,0,59157
0,6.37522005,2010,24064,320,0,125325
1,6.172280528,2013,7168,34048,0,19616
0,5.8849962,2007,462848,0,0,541648
0,6.614131484,2006,40448,0,8,322223
1,7.776609505,2011,593920,0,1,700902
0,5.902103353,2006,65536,0,0,171602
1,7.282247205,2010,77824,0,0,0
0,6.592906594,2011,241664,0,0,705686
0,5.679783486,2012,23040,33088,6,41327
0,6.461424847,1997,15360,0,0,83773
1,7.479489032,2009,43008,0,0,110042
1,6.645243083,2010,340480,0,0,387307
0,6.570628089,2012,144896,33088,6,264404
0,5.944965828,2012,2048,34112,0,291800
0,6.037259528,2012,64000,33088,6,92873
0,7.999819212,2007,119808,0,0,12412569
0,6.232840212,2011,23040,320,0,121635
1,5.196673338,2012,26624,0,0,0
1,7.636481311,2010,84992,1088,0,158268
1,7.05746869,2012,245760,1024,0,254430
1,6.976045749,2005,66048,0,0,0
1,7.967532917,2008,4096,32768,7,0
1,7.735920949,1992,16384,0,0,0
1,6.609411306,2011,12288,0,3,135971
1,7.928679131,2011,9216,0,0,354978
0,6.064594667,2012,31232,320,0,105516
0,5.262922252,1998,24576,0,0,0
0,6.371572622,2012,205824,320,0,255540
1,5.449690442,2011,16384,34048,0,73665
0,4.81204201,2006,389120,0,0,3191899
1,7.896591529,1992,125952,1,0,0
0,6.540646534,2010,31744,320,6,300418
0,6.670326431,2010,323584,0,0,964518
1,7.86196613,2010,1377792,0,0,0
0,7.999944752,2009,119808,32768,6,0
1,6.631093379,2008,20992,0,0,0
1,7.66589219,2010,129024,0,0,185687
0,7.996688744,2005,72704,33792,5,1937532
0,3.703530539,2009,5120,1344,6,57522
0,3.458094602,2009,17408,1344,6,29109
0,5.560802398,2010,49152,1344,0,505675
1,4.857234883,2011,5632,32768,0,0
1,6.351415367,1992,7680,0,0,0
0,6.280322426,2009,4096,320,6,37987
0,5.999488414,2009,1580032,33088,6,2030815
0,5.67028114,2007,49152,0,0,180945
0,6.407472378,2012,73728,320,0,288730
1,7.038098837,2012,20480,0,3,282356
1,7.648279385,2011,175616,32768,0,220450
0,3.547352421,2009,4096,1344,6,56535
0,5.597721105,2010,86016,1344,0,607713
1,7.203178294,2011,2019328,0,0,0
1,7.03144343,2010,65536,33792,0,91699
0,6.118610863,2012,13824,33088,6,26076
0,5.167528948,2010,1441792,0,0,0
1,7.617568479,2005,105984,0,0,0
1,7.652762587,2010,84992,1088,0,125044
0,6.455170215,2005,303104,0,5,1123129
1,7.588208672,2012,5632,0,0,307160
0,7.089904847,2012,114688,33088,6,224937
1,7.652578103,2010,88576,1088,0,134613
0,3.584550192,2009,3072,1344,6,25829
0,5.631603662,2010,7680,1024,0,37349
0,7.998003665,1992,12288,0,0,2074398
1,7.788859678,2007,4096,0,9,0
0,6.345261967,2006,49152,0,0,160727
1,7.439618231,2005,375296,0,5,0
0,5.35604135,2008,10752,1344,0,73087
0,6.168994869,2011,40960,0,0,176104
1,7.707501799,2011,4096,0,19,0
0,6.091356022,2012,9728,33088,6,76203
0,5.976841511,2054,45056,0,0,0
0,7.996842303,2007,6656,32768,5,2711078
1,6.67446017,2012,14848,33024,1,0
1,6.031356457,2011,16384,0,1,127831
1,6.584041702,2007,7735808,0,0,0
0,2.975010105,2012,16384,1344,6,84947
0,5.766048865,2012,24576,0,0,79914
0,5.128937831,2009,8704,320,6,47088
0,6.010482427,2006,778240,0,5,2118350
1,6.071902468,2013,290816,0,0,0
1,7.924742852,2011,348672,0,1,101170
0,6.556405079,2012,5632,320,0,71760
0,6.248966157,1994,14848,0,0,0
1,7.650113043,2010,84480,1088,0,102269
1,5.803772909,2011,11776,0,0,0
1,6.84192201,2006,1248768,0,0,237745
1,7.225127451,2011,468992,32768,1,497770
0,6.387679877,2012,14336,33088,6,133653
1,7.974507816,2011,867840,0,0,378155
1,6.866642704,2012,15872,0,0,179869
0,6.431629871,2011,7680,0,6,103893
0,7.986333173,2009,119808,32768,6,0
0,6.148686972,2012,275456,256,0,633545
0,5.979772137,2012,131584,33088,6,140460
1,6.900546056,2007,25088,0,0,0
0,5.167724177,2012,6656,33088,6,42253
1,7.675792189,2007,1277952,0,0,0
0,7.496627363,2004,987136,0,0,802751
0,6.431567105,2012,57344,0,0,190927
0,5.456465118,2010,102400,1344,0,766910
1,7.719341891,2011,4096,0,5,0
1,5.07861311,2011,10240,32768,0,100534
0,6.737707212,2007,7680,0,0,41903
1,6.483654581,1992,5632,0,0,0
0,5.70913185,2012,3584,34112,0,44089
0,7.263767569,2012,58880,34112,0,527931
1,6.858845807,2009,57344,0,0,0
1,7.620789677,2010,88576,1088,0,146601
0,6.040730193,2012,1536,34112,0,166342
1,7.952459185,1992,4096,0,0,0
0,7.998202413,2007,3584,32768,5,3034309
1,7.918584741,2006,4096,0,6,0
0,6.310834599,2006,3584,64,0,78977
1,7.643555792,2010,89088,1088,0,136151
0,6.576280338,2012,35840,33216,6,187839
0,6.491403885,2012,52736,37184,6,349393
1,7.810525554,2009,4096,0,9,0
0,6.410315314,2009,19968,33088,10,106453
0,6.371922506,2010,37888,320,0,158105
1,7.827708897,2011,36352,0,0,258662
0,6.565528158,2012,476672,320,0,1975632
1,7.968977288,2010,914432,0,8,985710
0,6.700600027,2011,143360,0,0,813598
1,7.788259909,1992,4096,0,0,0
0,5.885180949,2010,118784,1344,0,1689366
0,7.127634485,2012,73728,33088,6,89839
1,6.427543526,2010,2048,0,0,99890
1,7.823564362,2011,4096,32768,4,71
1,6.062139982,2006,36864,0,0,102600
1,4.178767573,2011,33792,32768,0,72588
0,6.222153841,2010,129536,34048,0,135602
1,7.554237873,2012,30208,0,0,229004
0,6.625570139,2012,757760,256,0,12574710
1,7.414223485,2012,430080,0,0,498589
1,7.925639182,2011,8192,0,9,0
1,6.827450315,2011,25088,33024,0,84271
0,6.250968737,2012,54784,33088,6,207116
1,5.882294367,2011,7168,32768,0,94795
0,6.680421451,2012,2048,1024,0,34693
0,6.559737112,2009,73728,320,6,733233
0,6.530769101,2012,58368,256,0,211955
0,6.274234264,2012,43008,0,0,252408
0,5.981059779,2012,2048,34112,0,63518
0,6.559089057,2012,96768,33088,6,377847
0,5.67077992,2009,40960,0,0,95303
0,6.575234603,2012,71680,320,0,392143
0,6.509898701,2001,36864,0,7,0
1,7.568586059,2005,79872,0,0,0
1,7.387576224,2011,74752,32768,0,110188
0,6.184228951,2012,70144,256,0,150362
1,7.622403239,2010,88576,1088,0,155760
0,3.555456609,2009,55808,1344,6,66819
1,7.972274649,2010,831488,0,0,463636
1,6.266238244,2010,61440,0,7,239689
0,7.929742519,2004,22419456,0,4,22507083
0,6.391832835,2006,11776,32832,0,63998
1,6.900869922,2005,62464,0,0,0
1,7.987490821,2011,1838592,0,0,0
1,7.032243918,2010,65024,33792,0,104234
0,6.443185268,2010,106496,0,0,381194
1,6.044158021,2009,75776,0,0,0
1,5.243942055,2010,96256,33792,0,136917
1,7.668947319,2011,12288,0,2,88764
1,7.06873132,2011,6144,0,0,265015
1,5.613014372,2006,32768,0,0,76402
0,7.29481361,2006,239616,32832,0,472515
1,7.628534261,2010,84992,64,0,112534
1,6.259321416,2011,11776,0,0,0
1,7.631011676,2005,10752,0,0,0
1,6.825461312,2005,33280,0,0,0
1,6.345679647,2011,78336,33792,0,134115
1,7.426687622,2011,380033,0,0,475082
0,6.695961827,2012,77824,320,0,828841
0,5.678146633,2009,8192,1344,0,212764
0,6.276286385,2012,135680,256,0,304979
0,6.360296305,2012,49664,320,0,205697
0,6.52775756,2012,838656,256,0,2438773
0,6.519371799,2011,11264,0,0,0
0,5.657178494,2012,8192,33088,6,54596
1,7.641924856,2010,84992,1088,0,146184
0,7.999254778,2010,80257024,0,0,80337902
0,5.685681059,2010,8192,34112,0,239836
1,5.230396307,2007,89088,0,0,178334
0,7.887947574,2012,13815808,1024,0,13871728
0,6.500989714,2006,28672,0,0,332871
1,7.667249852,2010,88576,1088,0,153027
0,7.998739318,1999,3491328,0,0,3543749
0,6.485363143,2012,844288,0,6,5570917
0,6.344548611,2010,24576,320,0,88138
1,7.63815899,2010,88576,1088,0,153246
0,5.491753799,2012,1795584,256,0,2568697
1,5.859257277,2011,48640,32768,0,50864
0,6.105233103,2012,12800,33088,6,66101
1,5.588679996,2011,5632,32768,0,0
0,5.915772833,2012,14336,33088,6,32938
0,4.703870176,2009,24576,0,0,0
1,7.841830411,2011,4096,0,1,0
0,6.817349195,2010,380928,0,0,0
1,6.425307003,2012,131072,0,0,0
0,3.453674249,2011,1536,1344,6,21303
0,6.560827118,2005,116224,0,0,45815
0,2.870722954,2009,12288,0,0,49674
0,6.073447848,2012,11264,33088,6,84024
0,7.819432953,2014,5498368,33088,6,6094063
0,4.869307433,2009,9216,32832,6,54762
0,6.426736112,2012,84480,33088,6,312168
1,7.881733277,2012,32768,32768,0,0
0,6.107506207,2006,1409536,0,8,1689374
0,6.803076143,2006,140288,64,0,102762
0,3.845475113,2001,188416,0,7,0
1,7.954809235,2004,113664,0,0,0
1,6.20979682,1992,65536,0,0,0
1,7.422419154,2011,385024,0,1,156034
0,5.572226501,2012,22016,33088,6,269804
0,6.622383906,2012,73728,0,0,246081
0,5.915501052,2003,106496,0,0,0
0,7.93047278,2002,197632,0,0,0
0,6.590479492,2011,110592,0,0,377378
1,6.404264482,2010,28672,0,1,121347
1,7.506795737,2013,512,3,0,0
0,4.4207402,2006,29696,1024,0,91175
0,6.711948929,2012,117248,33088,6,1399222
1,7.930220097,1970,23552,0,1,0
0,6.074787537,2009,61440,0,0,162854
0,6.095994618,2012,14336,33088,6,100724
0,6.615368563,2012,225280,0,0,1456283
0,6.469352012,2012,476672,33088,0,1783668
0,6.231864422,2012,24064,33088,8,198550
0,6.531261548,2012,214016,320,0,1094370
1,5.213710844,2003,81920,0,0,175722
1,6.586166966,2009,91136,1024,0,0
1,7.17661615,2012,43008,0,0,241110
1,7.772682282,2011,172544,33088,0,175079
1,7.550869215,1970,177664,32768,0,0
0,6.576409397,2006,1024,1024,0,22992
1,6.570588323,2010,93184,0,0,81933
0,7.99780725,2013,71168,32768,6,0
0,6.515760006,2006,10752,0,8,71693
1,7.850821596,1992,236544,0,0,0
1,6.350066123,2012,4096,0,1,0
1,5.9583104,2011,9216,32768,0,66516
0,6.382544138,2012,65536,0,0,306418
0,6.831701498,2012,73216,33088,6,116777
0,5.855875235,2012,9728,33088,6,61521
0,6.700776974,2003,450560,0,7,0
0,6.232374882,2012,987648,32768,0,2309272
1,7.865830253,2007,4096,0,6,0
1,5.953677223,2013,847872,0,0,0
1,5.577946457,2013,15872,0,0,0
1,7.641204349,2012,34816,0,0,292838
1,4.734487019,2010,7168,0,0,0
0,6.365634322,2006,3584,64,0,21597
1,7.724638945,2005,70656,0,0,0
1,7.82374197,1992,481792,0,0,535027
0,6.097678128,2006,4096,1088,0,59552
1,7.518597494,2013,512,3,0,0
1,6.10463883,2011,22016,0,0,0
0,5.793342668,1999,40960,0,5,274879
0,6.395730793,2011,135168,0,0,536077
1,7.554705312,2013,512,3,0,0
1,7.550972875,2012,401408,0,0,0
0,7.007068623,2006,6627328,1088,0,6647372
0,6.012861094,2012,45056,320,0,163661
0,5.175575689,2001,16384,0,7,0
0,3.744637745,2009,1536,1344,6,53974
0,7.996176435,1992,17920,32768,6,2717394
0,7.997552756,2012,66048,32768,0,12251323
0,5.555137831,2010,8192,1344,0,202173
0,6.218766262,2012,722944,320,0,2273890
1,7.331435754,2011,122880,0,0,0
0,6.325881012,2011,53248,0,0,234484
1,6.33673991,2011,57344,0,4,438182
1,7.486760074,2011,110592,0,0,0
0,6.04157408,2012,121856,320,6,1302793
0,5.947030305,2012,10240,33088,6,58031
1,2.325618743,2011,574464,0,1,588883
1,7.971698066,2010,831488,0,0,476366
1,6.191828481,1992,55808,0,0,0
0,6.199367212,2005,208896,0,0,0
0,6.328383147,2011,26112,0,0,184038
0,6.033295851,2012,114176,33088,6,144077
1,7.596206806,2012,12288,0,1,147538
0,6.06597508,2012,1202688,0,0,3000866
0,6.608815471,2012,475136,0,0,1443306
0,7.998167287,2009,431104,33792,6,0
0,5.52621802,2010,131072,1344,0,1033869
1,5.970670441,2010,102400,33792,0,129305
0,5.897774222,2012,13312,33088,6,70959
0,4.969198023,2012,46592,1280,0,69422
0,6.452585707,2010,225280,0,0,1097201
1,6.237769638,2009,73216,0,0,0
0,5.149457024,2012,13312,33088,6,38989
0,2.022282811,2006,9728,64,0,472957
1,7.371155827,1992,330752,0,0,0
1,7.631709085,2010,84992,64,0,151107
0,6.240320963,2012,599040,0,0,1754673
0,6.489507822,2011,124928,0,4,323271
0,6.244289875,2012,176128,33088,6,366457
0,6.353191072,2010,139264,320,6,667889
1,7.66193419,2010,607232,0,0,696191
1,5.531422007,2010,84992,33792,0,144174
0,6.340369083,2006,14848,64,0,48833
1,7.667535812,2010,88576,1088,0,121463
0,6.239370409,2006,53248,64,0,372805
0,5.363913764,2007,45056,0,0,0
0,5.132045341,2006,11264,1088,0,75437
0,6.133131931,2009,32768,320,6,344533
0,5.860550431,2012,325632,33088,6,470530
1,7.81555949,2008,4096,0,5,0
1,7.989045464,2010,9216,0,0,0
0,6.325458238,2012,8192,320,0,71337
0,3.671587224,2009,8192,34112,0,0
1,7.691298487,2011,106496,0,0,0
1,7.628162241,2010,84480,1088,0,139720
1,6.502442098,2011,47616,33792,0,106335
1,7.899038095,2007,4096,0,8,0
0,5.665364565,2010,16384,0,0,0
1,7.660346986,2012,3584,0,0,297996
0,6.436205509,2011,123904,0,4,389689
1,7.452337731,2010,70144,32768,0,97934
1,6.564676257,2012,186880,0,0,1731151
0,6.321377985,2012,12288,320,6,89034
1,6.677543701,1992,23552,0,0,0
0,6.290080424,2012,326144,320,0,1254360
1,6.218154536,1992,10240,0,0,0
0,6.165937296,2008,3584,1024,6,67846
1,6.488517698,2011,47104,33792,0,85329
0,3.685266237,2012,74752,1280,0,124601
1,7.859566231,1992,4096,0,0,0
1,7.179972278,2012,121344,1024,0,190346
1,7.978190604,2012,391168,0,0,0
0,5.460710138,2006,8192,1024,0,111489
1,7.49623638,2005,417280,0,5,0
0,7.998106908,2007,3584,32768,5,3660930
0,6.682853097,2008,169984,0,0,911083
1,7.851126945,2011,8192,0,5,0
0,6.770417208,2012,117760,33088,6,175475
0,6.691791296,2012,460288,0,0,2953566
1,7.64045772,2010,89088,1088,0,140268
0,6.23802896,2010,57344,0,0,0
0,6.256358789,2012,15360,33088,6,106660
1,6.19467596,2013,13824,34048,0,0
0,5.61307484,2012,133120,33088,6,409837
1,5.244745467,2010,96256,33792,0,116139
0,6.430068296,2012,308224,33088,0,639708
0,5.92929423,2010,8192,1344,0,1282862
0,6.358783211,2012,2560,1024,0,41550
0,5.749426236,2012,59392,33088,0,126112
0,5.559674083,2010,7680,1024,0,32295
0,5.676610553,2010,12288,1344,0,603695
1,7.895710088,2010,24576,0,0,0
1,7.625921895,2010,88576,1088,0,108860
1,7.754733147,2012,219945,0,0,370314
0,6.486559813,2012,11776,33088,0,88469
0,6.462496934,2010,77824,0,0,498252
0,6.390046565,2007,49152,0,0,216556
0,6.499842695,2010,65536,0,0,358697
0,5.47931029,2012,176640,33088,6,262312
0,4.534853731,2009,4096,1024,0,25728
0,4.90308242,2012,24576,33088,6,54451
1,7.825609677,2010,1408000,0,0,0
1,7.632076198,2010,88576,1088,0,128556
1,5.762353878,2009,102400,0,0,0
1,5.965766911,2011,4608,32768,0,100623
0,4.661713237,2012,5632,33088,6,20828
0,6.545348682,2005,49152,0,0,234890
1,6.487991297,2012,18944,0,1,78373
1,7.843656762,1970,383488,0,0,0
0,7.979547375,1992,16896,0,0,0
1,6.000378748,2011,55296,33792,0,70647
0,6.29748053,2006,40960,0,0,179372
0,5.718371037,2010,35840,32768,1,0
1,7.754026569,2012,323986,0,0,393075
1,6.344411839,2010,70656,0,0,0
0,6.47458391,2012,89088,256,0,286328
0,6.869652991,2009,482304,320,6,510360
0,5.877337983,2010,90112,1344,0,1200308
1,6.987942654,2005,102912,0,5,0
1,7.976732002,2010,823296,0,0,425925
0,6.793886714,2006,631296,32832,0,2906678
1,5.104064626,2009,143872,0,0,0
0,4.250410401,2008,8192,1024,0,50601
1,6.870306922,2012,10240,0,0,0
1,7.34531029,2005,104448,0,0,0
0,5.945522348,2009,16384,320,6,117533
1,7.66312871,2011,409600,0,1,551907
1,7.707318057,2011,352256,0,0,442912
1,6.929113752,2012,270336,0,0,0
0,5.218210339,2009,3584,320,6,11780
0,5.817304614,2010,8704,1024,0,51996
0,6.102801628,2012,7168,33088,6,78578
1,4.698925692,2011,110592,33792,0,164471
0,0.95480089,2009,4096,1344,6,22476
1,7.966972495,2011,4096,0,4,0
0,6.65498487,2012,112640,1024,0,951987
0,6.093644154,2012,31232,33216,6,260960
0,5.604052701,2012,101888,33088,6,243171
1,6.500093919,1992,52224,0,0,0
0,6.130898892,2009,72704,33088,10,367609
0,5.173997671,2012,1300480,320,0,1600245
0,6.283194675,2012,326656,320,0,1288941
1,7.557033644,2005,115712,0,0,0
0,5.118035416,2010,1081344,0,0,1304463
1,7.066266775,2003,45056,0,20601,0
0,3.588608501,2009,13312,1344,6,51544
0,3.471191163,2011,1536,1344,6,56980
1,7.475073732,2011,94208,32768,0,116598
0,6.990089233,2011,62976,32768,0,124286
0,6.66639265,2012,107008,33088,6,311920
0,6.302840222,2012,10240,33088,6,96004
0,6.029231236,2012,65536,33088,6,209818
1,7.958429862,2012,433664,0,0,0
0,6.378125023,2012,232448,33088,6,672544
0,5.685846234,2007,188928,1024,0,878976
1,7.878653262,2006,4096,0,10,0
1,7.620551985,2010,89600,1088,0,114567
0,5.605423051,1999,71168,0,0,248717
0,6.412113022,2012,50688,320,0,144334
1,5.400019046,2013,24576,0,0,0
1,7.030269266,2010,65024,33792,0,86936
0,6.145676356,2012,471040,320,0,1932488
0,6.551382467,2009,30720,320,6,297162
0,5.45976634,2010,8192,1344,0,203389
1,7.101480575,2005,68608,0,0,0
0,2.522597496,2009,315392,0,0,416929
0,3.726524568,2011,1536,1344,6,4629
1,7.634928071,2010,84480,1088,0,110549
0,6.49726589,2004,1134592,0,2,0
1,7.229723332,2004,9728,0,0,68165
1,5.721367198,2012,12288,0,0,0
1,6.497068529,1992,16384,0,0,413547
1,4.610972338,2011,8704,0,0,0
1,6.35370215,2011,9216,0,0,459229
1,7.688645934,1992,4096,0,0,0
0,6.543405362,2012,188416,33088,6,265938
0,6.374979056,2009,741376,0,0,1959509
0,6.234923253,2012,11264,33088,6,84751
1,7.539167272,1992,20480,0,0,0
1,5.561697915,2011,17408,32768,0,121228
1,6.262019195,2006,32768,0,0,158703
1,7.287555053,2009,1863680,0,0,0
1,7.608477889,2012,462848,33024,0,0
0,7.999091846,2006,12590080,33088,6,12648307
1,6.661921362,2011,9216,0,0,467597
1,7.857784134,2011,577024,0,0,667416
0,6.60593003,2009,399872,33088,6,665506
0,5.722264273,2012,186880,33088,6,243621
1,7.102119039,2011,41984,0,0,120485
1,7.508600621,2012,6656,0,0,0
1,7.196876719,2011,172032,0,1,289231
1,6.678836471,2011,110592,0,1,243239
1,7.932460275,1970,23040,0,1,0
0,5.848790574,2012,2048,34112,0,96050
1,7.275635441,2005,55296,0,0,0
0,6.332215077,2012,295936,33024,0,765645
0,6.21986274,2054,57344,0,0,0
1,7.588052478,2010,132608,0,0,197459
0,6.217850347,2012,13824,33088,6,77484
1,6.890685573,2011,307200,0,0,381871
1,7.719973698,2009,2658304,0,0,0
0,5.50265185,2010,8192,1344,0,175249
1,5.349310768,2011,17408,32768,0,62892
1,7.587887042,2010,132608,0,0,150633
0,6.511642706,2012,56320,34112,0,615726
1,5.897634267,1992,16384,0,0,82093
0,6.558754404,2011,23040,0,4,206660
1,6.802920002,2102,6144,0,0,0
0,6.581805624,2010,5120,34112,0,100903
0,5.219445952,2010,12288,1344,0,136715
0,6.531603397,2009,39936,0,0,147300
0,5.531858475,2012,157696,34048,0,223057
0,5.639046068,2010,7168,1024,0,34069
0,4.857171088,2006,24576,0,0,67473
1,7.478080007,2011,23040,32768,0,124610
0,6.52110422,2006,24576,64,1,190243
0,5.830132671,2012,8704,33088,6,24859
0,7.239514967,2012,761856,0,0,1623279
1,7.154288494,2009,1863680,0,0,0
1,7.766625531,2011,4096,0,33,0
0,6.090270887,2005,180224,0,0,0
0,6.635776084,2009,712704,0,0,2108639
0,5.549533797,2012,6144,33088,6,58381
0,5.671587618,2012,10240,1024,0,26023
1,7.491991034,2005,100864,0,0,0
0,6.599585226,2006,6656,64,0,65873
0,6.916697863,2012,17408,33088,21315,503410
1,5.800684153,2006,32768,0,0,141872
0,6.056108795,2012,82944,0,0,223628
0,3.53965855,2009,47104,1344,6,68658
0,4.098881887,2002,1536,0,0,14868
0,4.325694242,2012,73728,1344,6,78516
1,6.667517084,2001,629248,32768,18253,0
0,6.303098452,2001,32768,0,7,0
1,7.656643803,2011,7168,0,0,177526
1,7.89810722,2011,12288,0,7,0
1,6.269377363,2009,73728,0,0,0
1,7.268687934,2011,57856,0,0,116458
0,6.643596253,2011,1264640,0,0,2235977
0,0.951495704,2009,4096,1344,6,24622
0,6.696515827,2012,634880,0,0,2900970
1,7.864529435,2008,1084416,0,0,0
0,6.595787594,2012,28160,33088,6,446182
0,7.999628641,2005,6144,33792,5,7608381
0,7.995310762,2000,18944,0,0,0
1,7.188368786,2012,0,0,0,86263
0,6.803292065,2007,3584,0,0,63886
0,5.112614627,2012,2048,1280,0,23465
1,4.864809397,2011,5632,32768,0,0
0,6.361168995,2009,77824,0,0,321621
1,7.809791807,2011,4096,32768,4,15
0,7.997789699,2014,14336,0,0,5945968
0,6.211821236,2009,11264,33088,10,93913
0,4.450964779,2012,2048,1280,0,16911
0,5.656040279,2012,323584,0,0,352702
1,7.877953757,1992,134656,0,0,0
0,5.985207913,2012,57344,0,0,178348
0,6.019511474,2012,2560,34144,0,118109
0,6.526678441,2012,980480,320,0,2641838
0,6.157296988,2012,547328,320,0,1734649
0,6.467154579,2012,19968,33088,6,134308
0,3.78309775,2009,2048,1344,6,44867
1,6.975242959,2005,24576,0,0,0
0,6.593851512,2012,24576,33088,6,323475
0,6.05673106,2006,30720,64,0,123118
